Gene_name	Chr	Start	End	Strand	meRIP_TKO	RNAPII_TKOmean_GB	RNAPII_TKOmean_PR	PausIndex_TKO	cheRNA_TKO_mean	TK0_Pull
Bcas3	chr11	85351163	85828058	+	0.522797133381367	7.72904694813144e-07	6.55532221474506e-06	8.4814107854913	1.28937255957647e-06	2.88
Brip1	chr11	86056135	86203193	-	0.613388567693078	7.23662802574029e-07	5.76593452212782e-06	7.96770885779773	8.2666890613544e-07	3.64
Ints2	chr11	86208682	86259568	-	0.455937858028384	1.04640886140578e-06	5.9451056748504e-06	5.68143666794216	1.63877404982134e-06	3.54
Med13	chr11	86263714	86359525	-	0.775696046792766	1.04821459325685e-06	1.93864740202985e-06	1.84947568417874	2.83933797821788e-06	3.46
Rps6kb1	chr11	86497008	86546807	-	0.717904752110643	1.22206745784794e-06	5.67551454311909e-06	4.64419088052117	2.78907270016488e-06	1.5
Tubd1	chr11	86542990	86569360	+	0.907883608556004	8.18023050528195e-07	5.46897543441798e-06	6.68560064522226	3.23934555404231e-07	1.7
Vmp1	chr11	86581864	86685822	-	0.449757139363772	9.12600859466918e-07	6.07298970474909e-06	6.6545956446902	1.11862559574938e-06	4.2
Cltc	chr11	86692652	86759492	-	0.306567634483698	1.38543967608524e-06	9.63168694408856e-06	6.95207962522359	5.51514973463702e-06	3.46
Dhx40	chr11	86766848	86809660	-	0.548349991665305	1.1089470557534e-06	2.49045672272694e-06	2.24578505331345	2.17599886904768e-06	3.12
Ypel2	chr11	86934424	86995762	-	0.316330245673508	8.79926348208245e-07	2.66267462740121e-06	3.02601988544052	7.91027535829612e-07	4.7
Trim37	chr11	87125074	87222686	+	0.530297288588572	1.02133326739045e-06	7.17891679035894e-06	7.02896597963697	1.79078319771438e-06	5.18
Tex14	chr11	87403064	87557823	+	1.63832022852637	2.3148305848262e-06	6.93018540277255e-06	2.99381969816719	0.000115964913536828	0.84
Mtmr4	chr11	87590216	87618296	+	0.391447910281823	1.05569091151382e-06	4.04545203506072e-06	3.83204211662644	1.31734663552532e-06	3.24
Hsf5	chr11	87615163	87661542	+	0.472963154047929	7.49550858083861e-07	1.83017682908856e-06	2.44169799734096	7.20660082534476e-08	1.46
Bzrap1	chr11	87758540	87787928	+	0.477873137336337	9.52161718243141e-07	1.03550188607571e-05	10.8752732465063	5.32031076372075e-07	2.26
Cuedc1	chr11	88097145	88196140	+	0.550250443065102	8.0904409192311e-07	1.54743017974539e-06	1.91266482901707	1.1306656846132e-07	2.76
Msi2	chr11	88337381	88720267	-	0.427856147918479	1.17531711079123e-06	3.40772844524286e-06	2.89941192377329	2.08510377476872e-06	2.88
Akap1	chr11	88828791	88866586	-	0.469802369592775	1.53134475843165e-06	8.20724571792117e-06	5.35950227584724	2.84290565154335e-06	3.88
Trim25	chr11	88997402	89022293	+	0.819731749172235	1.46297501317403e-06	4.24495447155083e-06	2.90159054893295	1.9436550162181e-06	3.48
Dgke	chr11	89035581	89062748	-	0.602219100364097	1.24404233048674e-06	4.47015605872458e-06	3.59325076742011	2.65879035119867e-06	3.86
Stxbp4	chr11	90474491	90640108	-	1.11911664347738	5.57052949047734e-07	6.05388219006173e-06	10.8676961506275	4.46131950675243e-07	2.8
Utp18	chr11	93857242	93887766	-	0.332751281563738	1.27243052655139e-06	9.2976531719215e-06	7.307002604787	3.59712870647352e-06	3.88
Mbtd1	chr11	93884218	93948984	+	0.731503504325131	1.33617029310069e-06	6.99707558136865e-06	5.23666453108412	5.18551118337325e-06	3.72
Spag9	chr11	93994090	94128083	+	0.597427010298884	9.08855192262615e-07	4.40816095644917e-06	4.85023466221825	1.0777472638483e-06	1.84
Luc7l3	chr11	94289138	94323911	-	0.508334910787565	1.74167546949814e-06	6.76430886160651e-06	3.88379407074938	5.18610747384622e-06	3.38
Acsf2	chr11	94555101	94603786	-	0.474132418511086	7.70159596888534e-07	2.54541515279135e-06	3.30504893151354	3.19389628535508e-07	2.82
Itga3	chr11	95042474	95078811	-	0.558179879612468	8.91301840653829e-07	2.39811766593526e-06	2.69057860822556	4.05230168656277e-07	3.24
Kat7	chr11	95269852	95312246	-	0.329365106610723	1.8768844140499e-06	8.55894071758806e-06	4.5601853015124	4.97946646841825e-06	4.74
Fam117a	chr11	95335017	95383872	+	0.344186405825141	1.13039545194901e-06	7.64979034241863e-06	6.76735767932274	1.3483756434676e-06	2.4
Spop	chr11	95412082	95495410	+	0.491342080767942	1.01832698804233e-06	2.19257980820697e-06	2.1531196108453	1.30978618273369e-06	2.9
B4galnt2	chr11	95861558	95916871	-	0.777741777939549	1.0246862155799e-06	1.86266237949514e-06	1.81778807128874	1.0501523437268e-07	1.34
Igf2bp1	chr11	95955162	96007944	-	0.40877328560237	2.05577718464971e-06	4.13879234282522e-06	2.01324947748675	4.31343986293572e-06	7.1
Ttll6	chr11	96131785	96167452	+	0.858370918719766	8.48205882477958e-07	1.25161143695304e-06	1.47559862859777	5.12313861905939e-07	1.98
Sp2	chr11	96951336	96979688	-	0.396616135766283	1.76520003686937e-06	5.52791111399295e-06	3.13160604947462	1.11227897938039e-06	2.32
Kpnb1	chr11	97157709	97189892	-	0.260037505022986	2.38355429964062e-06	9.4055118603227e-06	3.94600276643197	1.00962725070021e-05	3.78
Npepps	chr11	97203853	97282576	-	0.566369309915008	1.48681367985978e-06	5.27222647835826e-06	3.5459900253645	3.13002388440041e-06	3.06
Socs7	chr11	97360550	97400542	+	0.328277100939235	9.93417955407614e-07	4.76986862686481e-06	4.8014721305371	9.36983372265254e-07	4.08
Arhgap23	chr11	97448159	97504400	+	0.587934888537531	1.07176017918265e-06	1.37735387096142e-06	1.28513253031273	8.73283428382428e-07	6.2
Srcin1	chr11	97507339	97577126	-	0.469991683465801	1.03192306469461e-06	2.73192891999497e-06	2.64741530978713	3.69142382251355e-07	1.26
Mllt6	chr11	97661411	97687458	+	0.312530044750779	2.53511079337643e-06	4.02695640491345e-06	1.58847353552942	7.08287407110858e-06	2.62
Pip4k2b	chr11	97713156	97746704	-	0.665801204019722	1.03478933952168e-06	4.89683482995336e-06	4.73220455886883	8.86520786021076e-07	3.86
Cwc25	chr11	97743469	97768613	-	0.450856680065814	1.16980050594528e-06	4.02840269210098e-06	3.44366639578921	9.12729948447055e-07	1.1
Lasp1	chr11	97797671	97840764	+	0.241438240059549	1.51297350399639e-06	6.35253783744716e-06	4.19871056609219	1.8474413408955e-06	3.22
Fbxo47	chr11	97852306	97886154	-	0.436130921047506	8.94652095608827e-07	7.20314189947434e-06	8.05133295370249	2.55052998778681e-07	1.72
Plxdc1	chr11	97921236	97988446	-	0.53604345809934	1.08557376985949e-06	1.56959711713318e-06	1.44586868319077	5.07143578675492e-07	0.76
Cacnb1	chr11	97999507	98024627	-	0.338766232431104	1.17384623866302e-06	3.80406326195538e-06	3.24068275440241	6.77586329102048e-07	2.38
Fbxl20	chr11	98080553	98151616	-	0.407605089788347	1.0954335418897e-06	4.40562999412614e-06	4.02181403586211	1.19233186275757e-06	3.3
Med1	chr11	98150153	98195293	-	0.61307748574105	1.67709673641154e-06	6.42652035803624e-06	3.83193182510567	2.96494274278839e-06	3.08
Cdk12	chr11	98201304	98255540	+	0.937544298001869	1.43750373010322e-06	8.61000532230459e-06	5.98955337784504	4.32582773264553e-06	3.78
Stard3	chr11	98356367	98383112	+	0.325006835248097	8.40430540865293e-07	4.72584069435927e-06	5.62311870472202	5.63555637965741e-07	0.86
Erbb2	chr11	98410483	98439716	+	0.65721920429381	7.17308770585884e-07	1.93497609478933e-06	2.69754975003147	2.12843529522176e-07	2.14
Casc3	chr11	98807807	98835807	+	0.648900793137044	1.25092794890294e-06	6.47063171470446e-06	5.17266539641966	1.37609759463203e-06	0.92
Wipf2	chr11	98861597	98907578	+	0.666184452323122	1.09502076385135e-06	4.14758124449379e-06	3.78767360529871	9.6029685941558e-07	1.42
Rara	chr11	98935695	98976942	+	0.403548164074936	1.75120058674043e-06	3.59507661509393e-06	2.05292108871752	8.0849701418377e-07	2.52
Top2a	chr11	98990946	99026189	-	0.358787715648282	2.93213727576733e-06	1.01421383885478e-05	3.45895755712653	1.48986538446549e-05	4.46
Smarce1	chr11	99207046	99233017	-	0.402452946017767	1.19911710184357e-06	5.1646737322271e-06	4.30706369235059	2.29091841939984e-06	4.3
Acly	chr11	100474351	100530000	-	0.288206842293378	1.4604731669803e-06	1.13246623812325e-05	7.75410506490001	3.54839728762271e-06	3.7
Dnajc7	chr11	100580835	100622168	-	0.448408645751307	1.50334638476269e-06	2.95941119700369e-06	1.96854911615785	2.37782224013551e-06	3.52
Rab5c	chr11	100713002	100740215	-	0.359265351861722	1.06425599475773e-06	3.91520389116437e-06	3.67881779426165	1.13543731823114e-06	3.44
Stat5b	chr11	100778730	100852585	-	0.396958676267972	7.37096823809978e-07	1.45386735387353e-06	1.9724238484147	1.24453436205597e-07	3.62
Stat3	chr11	100884805	100941540	-	0.39830543933282	1.009538641733e-06	5.21259549008052e-06	5.16334419961622	1.62617494643579e-06	1.42
Atp6v0a1	chr11	101007451	101065719	+	0.325200761762313	7.59904761806878e-07	5.35599915158873e-06	7.04825054504646	5.37095254595292e-07	2.56
Fam134c	chr11	101094321	101121843	-	0.42849494297736	9.93005884180092e-07	7.03734878247098e-06	7.08691549021545	1.18584707346953e-06	3.84
Ezh1	chr11	101189114	101228463	-	0.346658688080729	1.13128050036938e-06	3.75636402220932e-06	3.32045325715666	1.51735460533704e-06	2.1
Brca1	chr11	101486763	101553955	-	0.578396182693895	1.25565095837107e-06	3.64972910288829e-06	2.90664302731311	3.54181708153484e-06	3.42
Nbr1	chr11	101550106	101583951	+	0.513961621199837	1.37876599821173e-06	3.52368072660986e-06	2.55567712808417	2.63164298229926e-06	4
Dhx8	chr11	101730955	101769358	+	0.593968672484103	9.89612735916127e-07	3.58803994288293e-06	3.6257010572538	1.06593188428124e-06	2.56
Lsm12	chr11	102161488	102187256	-	0.47286510633529	1.1038183965416e-06	5.89145443802885e-06	5.33734032381369	1.16153937204684e-06	3.46
Hdac5	chr11	102193746	102232172	-	0.232860651477084	8.90868445232101e-07	3.82347671891278e-06	4.29185334756877	9.25932742049241e-07	2.5
Gpatch8	chr11	102473914	102558158	-	0.733159260379391	1.22238844706803e-06	5.89840768607716e-06	4.82531367195496	2.93202345486256e-06	4.28
Eftud2	chr11	102836471	102882975	-	0.463660855404647	1.14067407709028e-06	5.74682700744046e-06	5.03809731707055	2.1172843358313e-06	3.76
Dcakd	chr11	102992055	103019147	-	0.409816312887917	1.39327563363988e-06	4.73004046197719e-06	3.39490646916729	1.66282087733432e-06	1.08
Nmt1	chr11	103026561	103068105	+	0.412348441963244	1.25518825869832e-06	3.87751732216706e-06	3.08919183660003	2.03920660260643e-06	6.66
Plcd3	chr11	103068295	103103658	-	0.37291804973677	8.02063027695564e-07	3.20783664232003e-06	3.99948200023205	1.28829044361948e-06	1.06
Fmnl1	chr11	103169137	103200900	+	0.352054567517068	8.13789753132244e-07	1.26651918402247e-06	1.55632235371321	1.66554205061949e-07	2.58
Map3k14	chr11	103217763	103269401	-	0.400546658702106	7.76903949133336e-07	2.79414654037773e-06	3.59651478602303	2.29849145590688e-07	1.98
Arhgap27	chr11	103329483	103365692	-	0.440183143651083	1.19235004294817e-06	5.75408619775882e-06	4.82583636557888	3.95751983053011e-07	1
Plekhm1	chr11	103363091	103414664	-	0.416881791214978	1.49557709975789e-06	6.36827998716404e-06	4.25807535311617	2.96399373724695e-06	4.96
Gosr2	chr11	103674848	103699710	-	0.292923267344536	9.56403084806086e-07	4.3012200948581e-06	4.49728797741194	1.43918295078085e-06	1.66
Wnt3	chr11	103772174	103820021	+	0.32252740718996	6.72068159231069e-07	1.1137147363056e-06	1.65714551568673	1.22531623161327e-08	5.48
Nsf	chr11	103819781	103956056	-	0.628119787887371	9.16495543017357e-07	6.24437320677591e-06	6.81331541037036	1.3274709011312e-06	3
Kansl1	chr11	104331228	104444291	-	0.875174600731193	1.5057683384736e-06	7.97709338464475e-06	5.29768967830147	4.46700347612383e-06	4.3
Cdc27	chr11	104500523	104552620	-	0.60705048895004	1.12626544431342e-06	6.00259506723784e-06	5.32964506506463	2.47806667625886e-06	3.36
Myl4	chr11	104548662	104589219	+	0.430654943329416	6.90011869761616e-07	5.93425860145421e-06	8.60022683885767	8.17653958071967e-08	1.34
Tlk2	chr11	105176806	105285959	+	0.49449702031785	1.06650710619777e-06	1.39860298153908e-06	1.31138646279186	1.82306935533821e-06	4.44
Mrc2	chr11	105290645	105353145	+	0.779522655128469	6.17760575792373e-07	1.7679592087058e-06	2.86188416351775	8.24408975862867e-08	1.86
Tanc2	chr11	105587985	105931304	+	0.896510089839114	6.10369079335605e-07	1.62792091216806e-06	2.66710907757659	1.8546797463962e-07	2.54
Dcaf7	chr11	106034871	106061324	+	0.369515774443897	1.12190421320126e-06	4.81809632698826e-06	4.29457013379086	1.92788204048993e-06	3.94
Map3k3	chr11	106082901	106157446	+	0.453682425781774	9.39292559804902e-07	4.42941006702683e-06	4.71568737640896	1.14698492117811e-06	3.14
Strada	chr11	106160973	106195603	-	0.523367239055171	8.73961408648189e-07	6.80405360233144e-06	7.78530211403235	9.76246229985098e-07	3.18
Ddx42	chr11	106214925	106251140	+	0.606438842628229	1.27737694286598e-06	9.24903610536531e-06	7.24064745102864	2.30994738475433e-06	3.14
Ern1	chr11	106395619	106489796	-	0.423935999155538	7.82498852253966e-07	4.6404548856159e-06	5.93030248191317	6.28076227095667e-07	4.74
Tex2	chr11	106500138	106614930	-	0.532668520095177	1.03084610763732e-06	3.90213179771519e-06	3.78536793106665	6.62561203065836e-07	1.48
Pecam1	chr11	106652212	106717281	-	0.58119840863132	1.1282016569676e-06	2.41294198884201e-06	2.13875061602689	1.26704941879537e-06	3.16
Cep95	chr11	106787251	106820861	+	0.395002655823853	1.0430780756281e-06	7.39118537802818e-06	7.08593685432177	9.47032365316228e-07	3.14
Smurf2	chr11	106818063	106922715	-	0.494060426478843	9.0310865639231e-07	7.33539254531632e-06	8.12238094873252	9.5413961086093e-07	3.7
Bptf	chr11	107031080	107133922	-	0.727226574610262	1.21372860631995e-06	4.30764488252901e-06	3.54910056506774	2.9606936057776e-06	3.1
Nol11	chr11	107164659	107191381	-	0.383277064226286	1.22975829066625e-06	4.77345650994264e-06	3.88162173507813	2.25321358365113e-06	3.38
Pitpnc1	chr11	107205891	107472720	-	0.817434231604657	9.71152907358462e-07	3.87537572627676e-06	3.9904897538924	6.6837815848629e-07	3.04
Helz	chr11	107545959	107688943	+	0.383275977902338	1.23342457715055e-06	5.14617810207983e-06	4.17226816897755	2.78027266426476e-06	3.48
Prkca	chr11	107931386	108345888	-	0.558620934915607	5.42243414844855e-07	2.26664575295873e-06	4.18012591929264	6.21040283638141e-08	1.56
Cep112	chr11	108423265	108862615	+	0.745032779927872	5.56338186182594e-07	1.7684876690832e-06	3.17879971752068	1.8882899822989e-07	0.64
Axin2	chr11	108918348	108952783	+	0.5035806912471	7.32507298523776e-07	2.17736611886749e-06	2.97248385545856	2.86141061958916e-07	2.32
Gna13	chr11	109360793	109403369	+	0.287667596022311	1.12460495872481e-06	3.57290967770614e-06	3.17703532248112	1.99344003121648e-06	3.02
Arsg	chr11	109471373	109575330	+	0.346462579084197	6.39880066379969e-07	3.88516587891814e-06	6.07170950159132	3.01151319232357e-08	1.48
Wipi1	chr11	109571520	109613389	-	0.34282328430426	6.98782155547049e-07	2.38023392032807e-06	3.4062603079277	2.67827388407346e-07	1.48
Map2k6	chr11	110397121	110515637	+	0.690981960653504	6.60271882310128e-07	2.46706601625897e-06	3.73643961276575	3.45728407192894e-07	1.66
Slc39a11	chr11	113242854	113567815	-	0.641497628021533	6.81590072203189e-07	1.86633368673566e-06	2.73820550335024	3.55593404592901e-07	1.12
Fam104a	chr11	113659318	113686151	-	0.425053627180619	1.32122003687416e-06	4.84004074626869e-06	3.6633116446823	1.14093964276425e-06	1.06
Cdc42ep4	chr11	113724849	113753815	-	0.409368234135835	1.21427836753264e-06	8.44565849248877e-06	6.95529025164961	1.44392423203123e-06	3.58
Ttyh2	chr11	114673467	114722984	+	0.335456004213438	9.59361168005828e-07	3.68252059556491e-06	3.83851329236055	1.05167672862871e-06	2.12
Dnaic2	chr11	114725411	114759886	+	0.55393190166567	6.80920873402596e-07	1.33997324423415e-06	1.96788392979971	8.40519631216764e-08	4.22
Gprc5c	chr11	114849531	114874617	+	0.542009389390011	7.62347735426833e-07	2.03396245735928e-06	2.66802452849221	2.90057914433624e-07	1.08
Tmem104	chr11	115185486	115249025	+	0.473167541248604	8.59041476330291e-07	4.0774091250899e-06	4.74646363119513	5.10353408462006e-07	6.24
Grb2	chr11	115642044	115710597	-	0.520440423209859	1.15233613925775e-06	5.19020603458537e-06	4.504072950388	1.21436282765724e-06	4
Tmem94	chr11	115763432	115801033	+	0.365671609311362	9.23669376931241e-07	3.29261056652331e-06	3.56470686238677	5.4608798514331e-07	1.2
Llgl2	chr11	115822057	115857780	+	0.232212492795709	1.04096828043602e-06	4.55086930925461e-06	4.37176559054079	1.00676789875682e-06	2.52
Recql5	chr11	115890594	115935492	-	0.514992836811619	1.0288499169146e-06	3.18925758801007e-06	3.09982781315109	1.71787357133211e-06	2.44
Sap30bp	chr11	115931658	115967534	+	0.412075544630827	1.16127745754074e-06	3.25728811152366e-06	2.80491805844719	1.77657155433392e-06	3.44
Itgb4	chr11	115972724	116010411	+	0.384854628188465	1.06698317871346e-06	1.76612355508554e-06	1.65524967058533	1.25802347061026e-07	1.98
Unk	chr11	116028315	116063214	+	0.282578261521109	1.50162221001591e-06	4.69418954660014e-06	3.12607892670314	3.13835325816394e-06	2.82
Fbf1	chr11	116140284	116170178	-	0.635007026805489	1.03788573943236e-06	3.01345180025797e-06	2.90345236066745	1.11651750266496e-06	2.4
Acox1	chr11	116169882	116201045	-	0.387029989709901	8.96982084271092e-07	4.25199114376183e-06	4.74033006714632	8.72360963917088e-07	4.06
Srp68	chr11	116243165	116276217	-	0.376179109138958	1.02234190524187e-06	4.16209962513049e-06	4.07114254418222	1.15442429358872e-06	3.56
Ube2o	chr11	116535752	116583447	-	0.276777594332181	1.12667476915408e-06	2.87839200420361e-06	2.55476742979231	2.20808949342344e-06	3.38
Rhbdf2	chr11	116596164	116629019	-	0.276051105687634	1.16263803154445e-06	9.59464001401203e-07	0.825247390304831	8.45284912546993e-07	3.76
Mxra7	chr11	116801399	116830046	-	0.550803352132596	9.57556524301469e-07	3.21181389183059e-06	3.35417681392081	3.23426876137106e-07	3.64
Mfsd11	chr11	116852014	116877660	+	0.352452483760674	9.07022943214636e-07	4.73729965229554e-06	5.22291049827889	9.31272586570263e-07	3.28
Mgat5b	chr11	116916862	116988944	+	0.35656287087597	9.40661687658777e-07	1.82352952331029e-06	1.93856042744644	4.65273831864896e-07	1.54
Sec14l1	chr11	117113171	117161268	+	0.306975011993963	1.05042460081239e-06	5.53127647896343e-06	5.26575298663568	8.8640018047691e-07	3.94
Sept9	chr11	117197660	117364325	+	0.343704745859288	9.07804927125647e-07	1.92129211680007e-06	2.11641516738997	3.59541318940971e-07	1.3
Tnrc6c	chr11	117652288	117765439	+	0.635572923641158	1.30991071166181e-06	1.2156242352735e-05	9.28020684502462	2.9188005487138e-06	3.7
Usp36	chr11	118257652	118292244	-	0.369019295258297	9.77896868464907e-07	4.86067797230627e-06	4.97054252759446	1.69892891795447e-06	3.68
Timp2	chr11	118299060	118357411	-	0.394250950805732	6.33401886067492e-07	1.24190470847434e-06	1.96068994392292	6.43509549921487e-08	2.68
Tbc1d16	chr11	119141042	119230499	-	0.411954462459054	8.19595568087518e-07	3.85390409759174e-06	4.70220221735046	5.54260915438459e-07	4.34
Ccdc40	chr11	119226571	119267212	+	1.0738446599664	1.16417297319361e-06	3.87698886178966e-06	3.33025156146181	1.78874890123969e-07	2.96
Slc26a11	chr11	119353556	119383076	+	0.4673425943269	7.22831505428316e-07	2.40117708863569e-06	3.32190430356638	3.26605115173445e-07	1.8
Endov	chr11	119489346	119513465	+	0.36933704300069	1.02461141943758e-06	5.10084297633144e-06	4.97831946781478	6.26966342144484e-07	3.52
Rptor	chr11	119600904	119901591	+	0.386163414746231	9.09847233422588e-07	2.88036675176854e-06	3.16576964347456	1.34895257862233e-06	8.46
Baiap2	chr11	119941091	120008782	+	0.144646854656718	7.50363024667958e-07	6.27532904583227e-06	8.36305739959556	7.15878862405406e-07	3.62
Slc38a10	chr11	120101950	120153351	-	0.292170357309529	9.31181488651575e-07	3.55861381517679e-06	3.82161142435289	1.82345734171147e-06	3.4
Bahcc1	chr11	120230946	120294297	+	0.517185224503849	9.71659940358587e-07	3.99775279531467e-06	4.11435382819149	4.75921984411876e-07	0.96
Nploc4	chr11	120377797	120439700	-	0.317196395322377	1.0712957150384e-06	4.70306187243139e-06	4.39006877971393	1.55991674026172e-06	5.16
Aspscr1	chr11	120670972	120711447	+	0.242511983049158	1.0467626538465e-06	6.6996437030634e-06	6.40034651450782	1.89960738423287e-06	2.24
Ccdc57	chr11	120824541	120934872	-	0.415867900236678	9.17980417939777e-07	2.78719329232942e-06	3.03622303685379	5.21147938081003e-07	1.56
Csnk1d	chr11	120959740	120993333	-	0.350840783995892	1.58028391807866e-06	5.5206519236746e-06	3.49345573951465	2.8743699917837e-06	3.68
Foxk2	chr11	121257986	121311896	+	0.405877693230275	1.14965395945493e-06	3.99691839266722e-06	3.47662734494667	1.77902782128483e-06	3.7
Wdr45b	chr11	121325202	121356447	-	0.378586698402558	1.02402476132251e-06	6.30453265543106e-06	6.15662129818899	1.83352331257606e-06	2.26
Tbcd	chr11	121449948	121619170	+	0.332816215611414	8.49578304746442e-07	3.49119517620329e-06	4.10932712935183	1.00421387898971e-06	2.38
B3gntl1	chr11	121614207	121675151	-	0.429499365684684	9.07403300952045e-07	5.84161360239249e-06	6.43772575685308	1.61102151103738e-06	3.22
Rab10	chr12	3245427	3311969	-	0.483582875521897	7.93535730794754e-07	4.45249483122475e-06	5.61095695938659	1.38033967500243e-06	1.16
Asxl2	chr12	3424856	3508852	+	0.698016617491781	9.5154880353304e-07	6.88882752653472e-06	7.23959454413367	3.00313927084922e-06	3.44
Dtnb	chr12	3570390	3783398	+	0.514602225258598	5.88579086351453e-07	3.38127831607447e-06	5.74481559824815	6.0086080082364e-07	3.46
Dnajc27	chr12	4080573	4112612	+	0.278768308829171	6.61084964338166e-07	4.36251988843073e-06	6.59903056908607	8.09389090060274e-07	1.6
Adcy3	chr12	4131396	4215524	+	0.439327783832719	5.82461798327995e-07	1.59298782360114e-06	2.7349224072273	1.86600428128842e-07	1.82
Cenpo	chr12	4209671	4236294	-	0.286863849811739	7.54245287424037e-07	3.75422242631902e-06	4.97745559556727	1.80801680692773e-06	1.3
Ncoa1	chr12	4245361	4479182	-	1.05531979941192	6.01135077050338e-07	1.43323012783596e-06	2.38420644968609	5.60309543446282e-07	2.4
Itsn2	chr12	4591007	4715952	+	0.733039513292059	4.95686714522764e-07	2.09412190601442e-06	4.22468838615252	5.36604576427265e-07	4.14
Atad2b	chr12	4915352	5049410	+	0.737598202499661	5.69625319442823e-07	3.42500030630996e-06	6.0127248375478	7.97745015535606e-07	3.4
Ldah	chr12	8206106	8287759	+	0.469654195752601	4.89942364980112e-07	2.16215242952801e-06	4.41307505550327	7.42755627006804e-07	3.46
Hs1bp3	chr12	8311432	8345824	+	0.308370969147429	7.0836447263887e-07	2.09259219466421e-06	2.95411793715272	7.90336143485432e-07	1.54
Pum2	chr12	8672133	8754583	+	0.759427444879273	1.04706178475672e-06	5.60389613652767e-06	5.35202049975466	3.965374573921e-06	4.04
Sdc1	chr12	8769395	8795688	+	0.335926236785253	5.95507414199579e-07	2.39903549274539e-06	4.02855688366186	6.98295593025033e-07	3.54
Wdr35	chr12	8972000	9030847	+	0.519084172458445	5.41453985965197e-07	2.12477180280074e-06	3.92419643751097	6.93773866986008e-07	4.06
Gen1	chr12	11238925	11267787	-	0.91896128950021	6.30092422334088e-07	4.4263506443264e-06	7.02492283263717	1.13568921490412e-06	3.74
Smc6	chr12	11263885	11321785	+	0.810050515025735	6.49232832913433e-07	4.66445747662395e-06	7.1845680627275	1.47309957644982e-06	3.46
Fam49a	chr12	12260138	12378363	+	0.520593529175728	4.20810899004936e-07	1.44722004809527e-06	3.43912206532059	2.86908298224125e-07	3.36
Ddx1	chr12	13217306	13251174	-	0.394110131311088	6.74455038074723e-07	2.28514138310601e-06	3.38813005182539	1.67702163280465e-06	3.64
Nbas	chr12	13267126	13585811	+	0.413604035007934	3.67884093899371e-07	1.90310242892284e-06	5.17310332379688	4.40095915992891e-07	1.46
Lpin1	chr12	16533668	16591770	-	0.265236055662549	6.77883664743943e-07	1.63006250805837e-06	2.40463458973317	9.99543499088727e-07	3.12
Rock2	chr12	16892977	16990274	+	0.680379664323358	6.5151049957036e-07	4.94636972331968e-06	7.5921565754989	1.55956846553427e-06	3.94
Nol10	chr12	17346492	17432095	+	0.373697986431971	7.3490189567172e-07	4.32452737716338e-06	5.88449615198046	1.71877713147646e-06	3.88
Hpcal1	chr12	17688813	17793926	+	0.416076878487681	5.34725643034385e-07	1.68318528450252e-06	3.1477549401802	6.66916497831737e-07	3.68
Asap2	chr12	21109755	21272171	+	0.259050822913113	5.23805346099196e-07	3.26401884146461e-06	6.23135839634306	5.23850934948774e-07	3.46
Cpsf3	chr12	21284296	21317056	+	0.396320325836454	7.26178325521366e-07	2.42426185283361e-06	3.33838365541011	1.18760036095911e-06	1.34
Adam17	chr12	21321508	21375632	-	0.543541031853996	6.98620384670211e-07	5.15763706001611e-06	7.38260316072914	9.07124911100121e-07	3.52
Ywhaq	chr12	21388328	21419436	-	0.368525587570553	1.25058955894509e-06	5.43985524898188e-06	4.34983261300419	5.67094613407676e-06	4.06
9030624G23Rik	chr12	24041201	24099269	-	0.573029422238794	2.4504935222559e-07	2.30914397411405e-06	9.42317926222582	2.86678288952231e-06	3.3
Grhl1	chr12	24570286	24619391	+	0.243609515052095	5.01811938433168e-07	3.690169152316e-06	7.35368943958965	3.7555074245283e-07	3
Mboat2	chr12	24829598	24962301	+	0.380321977393582	6.20686559192201e-07	3.06757582767493e-06	4.94223015182938	1.0173663090784e-06	3.04
Kidins220	chr12	24972931	25061697	+	0.352791446319146	5.89882431816941e-07	1.58266921058235e-06	2.68302482870604	8.44279862024147e-07	3.58
Rnf144a	chr12	26304793	26417262	-	0.243897686833981	3.3409978786386e-07	1.11493850538578e-06	3.33714221285318	1.61116322486297e-07	1.12
Allc	chr12	28551754	28584483	-	1.54007970403458	3.65498812866576e-07	3.65073035386111e-07	0.998835078349159	6.809775026831e-09	3.72
Trappc12	chr12	28688627	28752453	-	0.387170565755122	6.21186633884733e-07	2.27574059689735e-06	3.66353761133829	9.3394097666946e-07	3.46
Tssc1	chr12	28749827	28869491	+	0.330063067388019	4.6902760413696e-07	1.70596410643039e-06	3.63723604193717	7.08263947863992e-07	0.7
Pxdn	chr12	29936035	30019658	+	0.324294835313757	3.19904511028898e-07	1.25283520603321e-06	3.91627864828714	2.08331332557483e-07	1.72
Sntg2	chr12	30172481	30375376	-	0.390457438298792	2.66857586800859e-07	7.39852799250922e-07	2.77246305087452	3.26344490722087e-08	2.2
Lamb1	chr12	31263293	31331639	+	0.390368254717329	6.02610416295945e-07	2.55787536170044e-06	4.2446583937644	1.19441143612663e-06	2.82
Bcap29	chr12	31593353	31636658	-	0.722031404339875	7.60963704136212e-07	3.10885027975008e-06	4.08541204114197	8.10429858240698e-07	4.92
Cog5	chr12	31652868	31939630	+	0.57710978534946	6.14757159345401e-07	3.78640203445555e-06	6.15918330823076	8.85996881756741e-07	3.52
