Gene_name	Chr	Start	End	Strand	meRIP_WT	RNAPII_WTmean_GB	RNAPII_WTmean_PR	PausIndex_WT	cheRNA_WT_mean	WT_Pull
Scfd1	chr12	51375512	51452102	+	0.472284032863806	4.80009279624403e-07	5.75827550399904e-06	11.9961753833275	6.82134280399092e-07	3.16
Strn3	chr12	51606540	51693914	-	0.696012781969313	8.43701495718828e-07	5.20497612675094e-06	6.16921524160193	4.09032727824432e-06	3.08
Ap4s1	chr12	51688965	51740939	+	0.509755234252799	7.41930625389221e-07	2.35579585139722e-06	3.17522389665659	3.37505843988222e-07	4
Hectd1	chr12	51741721	51831536	-	0.568655812014873	8.17734929282537e-07	3.2289267760802e-06	3.9486227877207	2.18376555527906e-06	3.46
Heatr5a	chr12	51873872	51973321	-	0.543111740454321	4.54041193227134e-07	2.55091854171572e-06	5.61825354123678	5.38511010619585e-07	3.3
Nubpl	chr12	52095745	52312959	+	0.691849780633837	3.69533552888135e-07	1.90660531790306e-06	5.15949175115967	4.64272692009069e-07	2.76
Akap6	chr12	52697382	53153015	+	0.609977442364011	3.27288085219982e-07	4.13327100483133e-07	1.26288465467761	2.92125031204326e-08	1.78
Snx6	chr12	54744356	54797662	-	0.399029273777423	5.04729573329957e-07	3.76131285594139e-06	7.4521348751691	1.00670027661541e-06	2.4
Baz1a	chr12	54890988	54988336	-	0.461110625845664	5.31094815804215e-07	2.00292580982047e-06	3.771314933262	9.05907181162326e-07	1.52
2700097O09Rik	chr12	55043660	55082110	-	0.446152308328152	6.02081753937554e-07	3.91363915105162e-06	6.50017896316707	1.15451126091878e-06	2.72
1110008L16Rik	chr12	55300636	55384491	+	0.958765074564512	5.09008045638999e-07	2.95611405797684e-06	5.80759790204454	4.81266397595041e-07	1.6
Ralgapa1	chr12	55600889	55823516	-	0.935200371762339	4.33816600015187e-07	1.09393145212646e-06	2.52164498105458	5.75447006772976e-07	0.94
Brms1l	chr12	55834365	55871735	+	0.528493290269279	4.60019255424801e-07	2.57539775681592e-06	5.59845642643304	5.08723168097012e-07	3.12
Slc25a21	chr12	56710633	57199472	-	0.862683006388734	3.12900748206571e-07	4.53412967617404e-07	1.44906322601079	1.47815252820616e-08	1.88
Mipol1	chr12	57228424	57459241	+	1.30292352857681	4.50029423628354e-07	5.13867031687691e-06	11.4185207612571	5.96001384836053e-07	3.06
Sec23a	chr12	58956383	59014017	-	0.373020262263077	4.97698054652451e-07	3.12133647704713e-06	6.27154646852457	5.70432011832289e-07	3.22
Ctage5	chr12	59127745	59192220	+	0.509456144768384	5.9856035766137e-07	5.29904373377499e-07	0.885298143445189	9.26140157539626e-07	0.86
Klhl28	chr12	64940439	64967536	-	0.933382834379567	4.65886785236397e-07	2.9004215388085e-06	6.22559306406768	6.89708967583901e-07	3.64
Fam179b	chr12	64963741	65024573	+	0.984602672264099	5.74809036264632e-07	2.94376003963158e-06	5.12128351141008	1.48015930234357e-06	3.34
Prpf39	chr12	65034333	65065386	+	0.563912695625091	1.03175612619494e-06	3.72924416223397e-06	3.61446282464754	4.30917148295547e-06	3.7
Fancm	chr12	65073605	65134058	+	0.748413654026797	6.7317624334624e-07	2.97323261606015e-06	4.41672243405492	1.33039329266631e-06	3.26
Mis18bp1	chr12	65130733	65174580	-	1.15178811700109	8.33559355568742e-07	3.29837080884789e-06	3.95697173430127	2.59339896286521e-06	3.36
Pole2	chr12	69199778	69230190	-	0.277641983703579	7.19691571610851e-07	3.2602245425825e-06	4.53003018402077	9.614724118784e-07	3.18
Nemf	chr12	69309542	69359176	-	0.510292145237379	7.00776923739586e-07	2.50041825710507e-06	3.56806591712806	1.6541088931722e-06	3.1
Sos2	chr12	69581760	69683852	-	0.933435696588115	4.05540629578326e-07	1.30098046597059e-06	3.20801510646005	2.2739960399531e-07	3.12
L2hgdh	chr12	69688435	69726874	-	0.510554905621635	5.77185964091277e-07	3.71266770976546e-06	6.43235965658086	7.78284881811594e-07	2.46
Map4k5	chr12	69801756	69895163	-	0.492764364815497	4.99918546048386e-07	2.06121444626765e-06	4.12310057820529	7.63426007220998e-07	5.78
Sav1	chr12	69963011	69989002	-	0.786249197869219	5.02324835641052e-07	2.46381384524993e-06	4.90482188105568	9.62505844999119e-07	1.2
Nin	chr12	70009434	70114035	-	0.663411921509905	3.60047220989572e-07	1.02123478566997e-06	2.83639124574592	1.26603713206582e-07	1.96
Frmd6	chr12	70823513	70904234	+	0.483190230322052	4.71220400787376e-07	3.17865531305987e-06	6.74558085292691	7.12274072627743e-07	1.8
Actr10	chr12	70935856	70966718	+	0.383815976534646	5.04137110130501e-07	3.62793030898819e-06	7.19631670846263	4.29111845715427e-07	3.5
Arid4a	chr12	71013966	71101351	+	0.737035160327016	5.3974562366845e-07	4.358920534447e-06	8.07587934631325	1.05448440292121e-06	1.1
Daam1	chr12	71829067	71994376	+	0.541172854725931	4.24589980522779e-07	2.06555129118606e-06	4.86481402279639	8.32138978642849e-07	2.58
Lrrc9	chr12	72439865	72512565	+	1.01504971170773	3.87865429232649e-07	2.01992995710862e-06	5.20781127904294	5.47333318361287e-08	0.58
Pcnx4	chr12	72534356	72582213	+	0.891605621879378	5.22056758913674e-07	1.90172636736985e-06	3.64275787047959	9.61945027524165e-07	3.36
Ppm1a	chr12	72759210	72796940	+	0.529826880949161	1.03767364444156e-06	6.62698512132947e-06	6.38638666099676	2.91315155001593e-06	3.54
4930447C04Rik	chr12	72879108	72919765	-	1.65987291289298	6.20441445621019e-07	2.78267559225037e-06	4.48499308337647	1.09070172553829e-06	2.02
Mnat1	chr12	73121716	73275988	+	0.810845607284281	5.32035533664392e-07	1.625889837168e-06	3.05597978760872	8.65116123503814e-07	2.34
Slc38a6	chr12	73284847	73356045	+	0.592721788863521	4.31042919833074e-07	2.64604041160837e-06	6.13869359606481	9.13883381242533e-07	2.94
Hif1a	chr12	73899323	73949554	+	0.589575864839422	7.97331547351332e-07	3.21343453484129e-07	0.403023628691985	1.68394652579955e-06	4.92
Ppp2r5e	chr12	75448880	75598200	-	0.529179946617145	5.72637069154411e-07	4.13877652341349e-06	7.22757353016815	1.17847843675653e-06	3.46
Wdr89	chr12	75628593	75671537	-	0.654508457499748	6.81232638640821e-07	4.67116260327468e-06	6.85692719097322	5.72310468911867e-07	3.56
Sgpp1	chr12	75712247	75737729	-	0.551900392076317	5.1862533657528e-07	1.66977044360588e-06	3.21960831036936	2.52650453803941e-07	0.72
Mthfd1	chr12	76253231	76321820	+	0.354636682153416	1.04148564253418e-06	4.11201447505893e-06	3.94822003023818	2.95779262484004e-06	3.72
Zbtb25	chr12	76346899	76371560	-	0.557480670866759	7.73528063791256e-07	4.49295959781016e-06	5.80839895554537	7.24204566455287e-07	2.92
Plekhg3	chr12	76531559	76581039	+	0.516230693857494	5.39602446067004e-07	1.73661835909472e-06	3.21832929363533	5.81374316717219e-07	2.92
Rab15	chr12	76795962	76824524	-	0.328801207528421	5.43680645124333e-07	1.05806801911543e-06	1.94612044516218	3.72853105672013e-07	1.28
Fntb	chr12	76835466	76923412	+	0.383613928427588	6.33074645679341e-07	2.92350325865462e-06	4.61794399539956	5.32134230849248e-07	2.9
Max	chr12	76935268	76964248	-	0.297475459982178	9.07058698221951e-07	2.84561435764044e-06	3.13718876542225	2.47019122135428e-06	3.38
Fut8	chr12	77236103	77477996	+	1.01381896942751	4.01368363962e-07	3.09143620579892e-06	7.70224183909922	2.88364576124955e-07	3.94
Gphn	chr12	78224654	78686772	+	138.230262904365	3.83417501350003e-07	2.57713848445549e-06	6.72149412945797	3.40463265893129e-07	2.16
Mpp5	chr12	78746946	78842714	+	1.03470087625229	4.9350435337638e-07	2.39588171853149e-06	4.85483400934506	6.00658903346534e-07	2.52
Eif2s1	chr12	78860071	78889010	+	0.42339944441566	1.11793489794109e-06	3.7672760177042e-06	3.36985277464942	3.11302176860713e-06	3.32
Plekhh1	chr12	79027162	79083655	+	0.673224065404208	5.40374359167974e-07	2.08050142681017e-06	3.85011130064269	5.85620420267959e-07	2.68
Arg2	chr12	79128787	79158301	+	0.724363078503593	4.24409363798982e-07	6.33699933106963e-07	1.49313372220296	8.08065805808258e-09	1.6
Zfyve26	chr12	79230346	79298282	-	0.620477025714337	4.69970920794102e-07	2.95015089621403e-06	6.27730518141252	7.15411249842881e-07	6.02
Rad51b	chr12	79295281	79816690	+	0.792718219918179	4.25488782880305e-07	2.51300109704065e-06	5.90615122689988	1.15665480778939e-06	3.98
Actn1	chr12	80165541	80262371	-	0.405624901230181	7.13496740761778e-07	3.27129547646884e-06	4.58487795329826	1.49221096836065e-06	3.06
Dcaf5	chr12	80333846	80438601	-	0.498801703184596	4.10534465685343e-07	1.37259292119747e-06	3.34342920248139	4.1315069952649e-07	4.04
Exd2	chr12	80461094	80500135	+	0.51192419086567	4.89877180552926e-07	2.13488091315858e-06	4.35799216193115	4.99794042474581e-07	2.78
Slc39a9	chr12	80642214	80685342	+	0.597690883809804	5.45446218513868e-07	3.51634639742219e-06	6.44673347814728	4.84931255456406e-07	2.32
Susd6	chr12	80788531	80882833	+	0.657207467176477	8.16454424779532e-07	2.65893653556843e-06	3.25668702975849	2.18666974641973e-06	4.08
Smoc1	chr12	81024807	81188414	+	0.879027473334018	3.41896322594488e-07	7.91874979184844e-07	2.3161260500718	1.03413420942048e-07	3.36
Cox16	chr12	81356851	81487137	-	1.42442923047682	4.71269257773577e-07	3.14875504181166e-06	6.68143527266633	1.2022846041424e-06	3.08
Synj2bp-cox16	chr12	81356851	81534911	-	1.30527375233745	5.0450208701617e-07	2.36327091920927e-06	4.68436301856869	1.08421298188047e-06	2.72
Synj2bp	chr12	81490193	81534911	-	0.830121120837935	5.20867997586067e-07	2.36327091920927e-06	4.53717819133008	8.59698063412344e-07	3.42
Map3k9	chr12	81712949	81783170	-	0.815478724630268	5.39599968137696e-07	3.4224231495543e-06	6.34251918391693	8.56746578543037e-07	3.18
Pcnx	chr12	81858029	82002924	+	0.572838323243536	4.15427309098763e-07	9.15499625071623e-07	2.20375407446787	5.34466145641117e-07	3.28
Sipa1l1	chr12	82168015	82453786	+	0.568746084048724	4.85259532025137e-07	2.32221525164056e-06	4.78551187227429	1.14525823804912e-06	3.64
Dcaf4	chr12	83518465	83543994	+	0.358961632681407	8.12143473126438e-07	2.36911967017692e-06	2.91711963288546	1.2336194074732e-06	2.84
Zfyve1	chr12	83544940	83599147	-	0.592698313880326	6.32146980228999e-07	2.23964627332249e-06	3.54292014890456	9.19922987939572e-07	1.9
Rbm25	chr12	83630233	83685123	+	0.567482237840842	1.31724506326062e-06	5.45308080816378e-06	4.13976181065776	7.62947688351454e-06	3.02
Psen1	chr12	83686562	83737199	+	0.467508753394231	5.47407710182269e-07	5.07453292946207e-06	9.2701159210425	7.90039008512244e-07	2.52
Papln	chr12	83761633	83794384	+	0.532265640616675	4.07339150531095e-07	4.17121839786739e-07	1.02401607909009	5.66312424180188e-08	2.86
Numb	chr12	83792033	83878812	-	0.773834709942989	4.68121492326127e-07	5.80175836397828e-07	1.23937021886112	6.36450610761691e-07	2.62
Dnal1	chr12	84112327	84145517	+	0.50657531014264	3.92621601169223e-07	1.31105165106148e-06	3.33922445213708	2.10413252061124e-07	0.62
Elmsan1	chr12	84147167	84220881	-	0.545292129654899	8.79603084575717e-07	1.69761670319005e-06	1.92998038883516	9.00738555859601e-07	7.8
Ptgr2	chr12	84283295	84317832	+	0.375762071467676	5.15443508247387e-07	3.82490813774142e-06	7.4206155990729	4.76220216431671e-07	2.6
Zfp410	chr12	84314858	84345830	+	0.502659009280548	5.55743570452522e-07	3.19349103788882e-06	5.74633915294508	9.20278212705903e-07	3.2
Entpd5	chr12	84371874	84411029	-	0.49637251702139	3.96396322512083e-07	1.78851613895945e-06	4.51193928244612	1.37734088001367e-07	1.12
Lin52	chr12	84449507	84533533	+	0.683603083358447	5.93332199469354e-07	2.12740584534653e-06	3.58552232164237	1.59728367158832e-06	3.36
Ltbp2	chr12	84781211	84878495	-	0.477922126559741	3.53842633595078e-07	1.01430182347272e-06	2.86653367110489	3.36819773849502e-08	5.74
Arel1	chr12	84916147	84972886	-	0.614011271406978	4.6971090044528e-07	2.37063157622616e-06	5.0470014086938	3.85199155541834e-07	3.2
Ylpm1	chr12	84994320	85072515	+	0.85317414769858	6.92969521813315e-07	3.63466439795612e-06	5.24505664902142	2.16619777923707e-06	2.88
Dlst	chr12	85108832	85136091	+	0.354136621586475	6.25267763621062e-07	2.79588500023491e-06	4.47150031219158	1.39929066359778e-06	3.4
Mlh3	chr12	85232465	85272599	-	1.4483852615651	4.95759743968156e-07	3.39663090163418e-06	6.85136488583542	7.23216291679339e-07	2.92
Nek9	chr12	85297513	85341362	-	0.553912568010208	5.37476954216895e-07	3.06587277946911e-06	5.70419392946083	9.72446416289211e-07	3.16
Tmed10	chr12	85338613	85376717	-	0.524000352025867	7.48306013141925e-07	2.90801101741571e-06	3.88612541706807	1.11513875773103e-06	2.96
Jdp2	chr12	85597104	85641878	+	0.93794925898314	4.2996399093975e-07	8.1809492192461e-07	1.90270566643626	1.33459580528057e-07	1.84
Mfsd7c	chr12	85744538	85815585	+	0.740611218515669	4.22296459710349e-07	1.18157825420705e-06	2.79798285549798	1.53003073994081e-07	1.24
Ttll5	chr12	85822949	86055760	+	0.499571219047616	4.12752967178968e-07	3.08698495008535e-06	7.47901334588552	5.21831053154788e-07	3.14
Tgfb3	chr12	86054742	86081041	-	1.00870921780415	3.60022803129363e-07	6.70533166552429e-07	1.86247415642585	2.83778037113813e-08	1.7
Ift43	chr12	86080560	86164459	+	0.518564663221894	3.7137242962978e-07	1.09393145212646e-06	2.94564530064065	2.08018011002688e-07	2.02
Gpatch2l	chr12	86239857	86293785	+	0.526803268355187	4.47337300627188e-07	2.81494315918711e-06	6.29266362371398	6.25788004296258e-07	3.48
Esrrb	chr12	86359116	86523628	+	0.408402928916275	1.25143452286906e-06	3.66308271151609e-07	0.292710696770459	2.09455930617675e-06	2.4
Pomt2	chr12	87104860	87149902	-	0.285346787724764	4.43777143784836e-07	3.78710510386151e-06	8.53379935605173	4.78708249312158e-07	2.92
Tmed8	chr12	87164241	87202229	-	0.40927180217898	5.45032301562408e-07	1.43618820299751e-06	2.63505153525852	7.02326604433348e-07	2.96
Vipas39	chr12	87236874	87268286	-	0.353913287272313	5.26253600829864e-07	3.52935693217741e-06	6.7065706089457	6.09775333418865e-07	3.46
Ism2	chr12	87276637	87301705	-	0.611627696541531	5.24830905480248e-07	1.14625692681083e-06	2.18404997655758	2.22198819639186e-07	1.7
Sptlc2	chr12	87303057	87390355	-	0.51153392479239	7.13627269991017e-07	3.58644694659984e-06	5.02565848786158	1.62717891928579e-06	3.8
Snw1	chr12	87447909	87474299	-	0.454279544182359	1.05799961157945e-06	2.51993405923791e-06	2.38179110054302	1.46790001631636e-06	3.06
Adck1	chr12	88358513	88463726	+	0.488836463539204	3.49351613599031e-07	1.34354803958854e-06	3.84583321584597	2.51040611635289e-07	1.58
Cep128	chr12	90996491	91386409	-	0.984582419453228	3.36615277638498e-07	1.5333640845542e-06	4.55524210104608	4.27009339697672e-07	2.1
Tshr	chr12	91398992	91542509	+	1.77336403585778	2.68938777993168e-07	3.98919070473827e-07	1.48330810993705	6.35372147502124e-08	2.9
Gtf2a1	chr12	91553261	91592487	-	0.60903852925662	1.19076669361838e-06	8.62891118235449e-06	7.24651707895342	1.26074974798703e-06	2.88
Sel1l	chr12	91804042	91851157	-	0.629078518429668	4.55544993639036e-07	2.14657841509388e-06	4.7121106478338	7.20497655677513e-07	2.88
Flrt2	chr12	95690225	95787215	+	0.844061220620071	3.31051903368918e-07	5.5829273857647e-07	1.6864205669717	8.3636763487278e-08	0.9
Spata7	chr12	98626141	98671819	+	0.850760910588072	4.48076028022484e-07	1.73661835909472e-06	3.87572253476497	6.09203638119937e-07	3.6
Ptpn21	chr12	98674740	98739405	-	0.490959714277916	5.15241960213329e-07	1.50834276383919e-06	2.92744551164793	7.11958492479505e-07	2.68
Zc3h14	chr12	98744967	98789774	+	0.47951291510518	6.75910488801078e-07	2.43282936277211e-06	3.59933660311654	1.75268768557102e-06	3.4
Eml5	chr12	98784603	98903484	-	0.880319174711713	4.76591512786925e-07	1.76651863034293e-06	3.70656753833698	8.61597841991444e-07	2.06
Ttc8	chr12	98918573	98985238	+	0.618895365070542	3.21802280701786e-07	1.96078593102216e-06	6.09313870226799	1.60323417445727e-07	0.96
Efcab11	chr12	99715530	99885442	-	0.85227506387722	4.3167478821308e-07	2.5411606406493e-06	5.88674787139747	6.14270698294713e-07	2.66
Tdp1	chr12	99882514	99957219	+	0.530302983268528	5.4392759366121e-07	3.64539209945698e-06	6.70198045096337	1.03511569012601e-06	5.18
Kcnk13	chr12	99962498	100064682	+	0.648718116451591	3.64222256733943e-07	6.27194665729352e-07	1.72201081656442	1.32033440812593e-08	2.1
Nrde2	chr12	100123449	100161653	-	0.482783085656708	6.00927322920794e-07	2.51342879186029e-06	4.18258364363235	8.9429503911444e-07	3.38
Ttc7b	chr12	100298769	100522822	-	0.472709702260117	4.58388775899213e-07	1.17162147991132e-06	2.55595586434893	7.0294069084297e-07	4.88
Rps6ka5	chr12	100547777	100727028	-	0.784932620527856	4.57705938820812e-07	2.2556806201762e-06	4.92823105155138	7.99950547200418e-07	6.28
9030617O03Rik	chr12	100777122	100874610	+	0.429274397488901	3.47730997710394e-07	8.60349211518085e-07	2.47418037846204	6.28519757803231e-08	1.12
Ccdc88c	chr12	100910699	101030983	-	0.356465402772676	7.94029693003521e-07	3.05417527753381e-06	3.84642451591576	1.71801128347597e-06	4.84
Smek1	chr12	101037408	101085702	-	0.851069684821862	1.09117147277073e-06	5.32426392771931e-06	4.87940168945198	3.68412673758638e-06	3.2
Tc2n	chr12	101643445	101720523	-	1.48314633878262	3.44177493472515e-07	2.32903380304265e-06	6.76695555988945	1.82827866466614e-07	2.54
Trip11	chr12	101835371	101915171	-	1.21478476953886	4.27399664680837e-07	2.39673710817077e-06	5.60771873782481	5.82107722022773e-07	3.38
Atxn3	chr12	101916900	101960243	-	0.368317015264594	6.34374104464882e-07	2.68233153943903e-06	4.22831184400517	1.36536526491948e-06	3.4
Cpsf2	chr12	101973973	102007993	+	0.454005444660015	6.29876532290226e-07	3.48385000889513e-06	5.53100461804456	1.04253938716027e-06	3.12
Rin3	chr12	102281073	102392854	+	0.466178417776579	3.63611590985597e-07	6.9447027603783e-07	1.90992337223193	2.21609139041629e-07	3.32
Lgmn	chr12	102392097	102441697	-	1.43760258655451	4.10236990034257e-07	1.97767566751514e-06	4.82081264137101	6.05283349884589e-07	1.34
Itpk1	chr12	102566582	102706869	-	0.256512074784856	1.22014862733362e-06	3.48581955812502e-06	2.85688110451146	2.38553974955439e-06	3.3
Btbd7	chr12	102782647	102880406	-	0.585658570897414	5.16239459437322e-07	2.73965037545178e-06	5.30693716911504	1.53855022362765e-06	2.78
Dicer1	chr12	104685741	104753952	-	0.496971507561127	5.29701725811281e-07	2.12155709437888e-06	4.00519196181501	1.05990875517054e-06	3.54
Clmn	chr12	104761113	104867076	-	0.686550315484522	3.7579504040379e-07	7.04655871923889e-07	1.87510689647937	1.40748396332368e-07	1.98
Syne3	chr12	104927932	105011809	-	0.527728532540468	3.45620111686438e-07	6.82887184897691e-07	1.97583173492299	2.78491182672143e-08	4.48
Atg2b	chr12	105611538	105687241	-	0.284865533585528	5.78494857647699e-07	2.84236172395164e-06	4.91337422688488	1.46048388746411e-06	3.22
Ak7	chr12	105703981	105784447	+	0.622992955790298	4.48726337176308e-07	5.77893003143464e-07	1.28785176011723	4.42381778057033e-08	0.58
Papola	chr12	105782701	105840944	+	0.344594061306873	1.11246700389178e-06	3.43260874544036e-06	3.08558252373504	4.73099668673262e-06	4.12
Vrk1	chr12	106008262	106079410	+	0.328538828019674	5.861924530598e-07	2.18894711548252e-06	3.73417826186039	1.20406094637198e-06	3
Setd3	chr12	108104430	108181284	-	0.363051650496623	5.48639900805397e-07	2.3141980782137e-06	4.21806375149982	1.38396530620726e-06	3.54
Ccnk	chr12	108177737	108205359	+	0.384134380627144	7.77993169972089e-07	2.75037807695263e-06	3.53522136582677	1.23634468981599e-06	3.64
Ccdc85c	chr12	108204344	108277417	-	0.259539954919683	5.16688372743264e-07	3.08244923193762e-06	5.96578013856188	5.91286409084082e-07	2.62
Evl	chr12	108552719	108690516	+	0.534296673265401	4.2978111296723e-07	2.47736648561995e-06	5.76425164083198	6.31831508808141e-07	5.86
Yy1	chr12	108791310	108818632	+	0.444343412976748	1.24003253623655e-06	4.70055071726909e-06	3.79066724453463	3.5867274990269e-06	3.46
Wars	chr12	108858029	108896174	-	0.492845291118359	5.81975186691995e-07	3.26932592723895e-06	5.61763800587809	1.06356868693539e-06	3.56
Wdr25	chr12	108892271	109030452	+	0.461792734962218	4.25063882694321e-07	3.25058105231124e-06	7.64727652631182	4.0003461027399e-07	3.28
Begain	chr12	109030181	109070217	-	0.383176507451124	3.84417297930469e-07	1.35276383504016e-06	3.51899834456679	1.12272979840934e-07	2.54
Dync1h1	chr12	110599394	110668944	+	0.396440382683354	7.10101802865968e-07	3.38721623295324e-06	4.77004313928292	4.90162609158634e-06	3.56
Wdr20	chr12	110735948	110797028	+	0.497780059276564	5.97917934928443e-07	2.94647056770558e-06	4.92788457342094	1.1589334196728e-06	3.26
Mok	chr12	110805797	110842939	-	0.420963044527849	6.0003337713451e-07	1.26976716190245e-06	2.11616088419329	8.18323586071763e-07	5.36
Tecpr2	chr12	110887263	110974394	+	0.493141010878301	4.74390978421245e-07	4.26879202588273e-06	8.99846797274498	6.10256732672952e-07	1.18
Rcor1	chr12	111037797	111115389	+	0.518684823953844	5.32447132540817e-07	2.25211470246291e-06	4.22974332064839	6.12504500874307e-07	3.1
Traf3	chr12	111164369	111269155	+	0.38217445583316	4.59645719303832e-07	1.45981202845843e-06	3.17595044868345	5.43887989202289e-07	3.08
Cdc42bpb	chr12	111290971	111379718	-	0.324294203126911	5.3143051164638e-07	5.16012571987862e-06	9.70987853876224	9.07816754397168e-07	6.98
Mark3	chr12	111572509	111658227	+	0.45738375348594	7.14676840616022e-07	2.66467087574092e-06	3.728497587027	1.76746307388929e-06	0.9
Apopt1	chr12	111711268	111757055	+	0.369324813015801	5.21288828279857e-07	3.63141176426731e-06	6.96621827912599	2.36955957679701e-07	2.84
Klc1	chr12	111756848	111809844	+	0.285295540235798	6.4333360446773e-07	2.84495784123048e-06	4.42221239722786	1.0902977461652e-06	1.76
Ppp1r13b	chr12	111826457	111910055	-	0.572646044088463	4.16045490066996e-07	1.70195354810846e-06	4.0907871584773	2.86025077104029e-07	3.14
Kif26a	chr12	112144207	112183747	+	0.311838658608626	4.57828073991085e-07	2.27713602317792e-06	4.97377979320303	3.83202221945396e-07	1.14
Inf2	chr12	112586783	112617557	+	0.377909864504773	5.72484664196955e-07	1.59707377714939e-06	2.78972324855141	1.43270655656149e-06	2.86
Akt1	chr12	112651820	112676276	-	0.172294544620072	7.18244878309619e-07	1.53196658930012e-06	2.132930753235	6.95361477853134e-07	2.96
Cep170b	chr12	112720173	112748591	+	0.489291675261286	6.74449551347875e-07	2.51148919099141e-06	3.72376137840443	1.71323725512119e-06	2.48
Jag2	chr12	112906589	112931495	-	0.482694846182511	4.75294080707752e-07	1.25082341374542e-06	2.63168312949078	5.2822697216529e-07	3.02
Brf1	chr12	112957861	113002621	-	0.357358466366145	6.61210265088176e-07	3.38872813900249e-06	5.12503861165946	1.28009708780819e-06	6.18
Pacs2	chr12	113012507	113076401	+	0.278899871435216	4.6410100793106e-07	2.88050799021703e-06	6.20664023777538	5.86270604076027e-07	1.6
Mta1	chr12	113096277	113139206	+	0.175358344449426	9.00298279267608e-07	2.24951858518407e-06	2.49863699285758	1.58410539895246e-06	4
Esyt2	chr12	116279221	116375098	+	0.642435034244157	4.40236698393153e-07	4.41906430932891e-06	10.0379280633766	1.1057945811043e-06	3.56
Ncapg2	chr12	116403401	116465531	+	0.634441211763208	5.60548190247151e-07	3.81634885869976e-06	6.80824401023772	1.06479533174244e-06	2.98
Cdca7l	chr12	117841860	117880706	+	0.536202812514706	4.39333147559587e-07	2.18321277531003e-06	4.96937867638116	2.42636843451648e-07	1.86
Gdi2	chr13	3536074	3568261	+	0.373612989680114	1.21853922676164e-06	4.00779122050982e-06	3.28901288730838	3.36008627586031e-06	3.8
Fam208b	chr13	3564034	3613108	-	0.916702016460623	8.59303873486161e-07	3.07443205851077e-06	3.57781706026522	2.92982360956826e-06	2.56
Net1	chr13	3880017	3920220	-	0.609435033684536	6.44829559106606e-07	2.25188588087259e-06	3.49221875621291	7.54345734864774e-07	1.94
Pitrm1	chr13	6546156	6582158	+	0.323796790753461	6.70360105128214e-07	3.36022536300835e-06	5.01256762940221	1.60731897556209e-06	3.88
Pfkp	chr13	6577873	6650771	-	0.369996112651251	5.50776619173044e-07	1.83975740241422e-06	3.34029684334912	1.64546919545353e-06	2.88
Wdr37	chr13	8800965	8873736	-	0.537238274007762	5.33832120334869e-07	2.23639363963368e-06	4.18932011477842	7.75030947919494e-07	5.16
Gtpbp4	chr13	8970463	8998012	-	0.566060642789692	1.02481353758181e-06	3.95751975748949e-06	3.86169738431423	2.53031892915593e-06	3.44
Larp4b	chr13	9091880	9176451	+	0.541756312302234	8.7196545890242e-07	3.33369213624411e-06	3.82319288247997	3.15415254679547e-06	3.24
Zmynd11	chr13	9682835	9767314	-	0.574636504838953	4.30858347105638e-07	1.36771397066426e-06	3.17439357935643	4.98360993154362e-07	3.3
Chrm3	chr13	9874612	10362803	-	1.00585444457047	2.72013911882463e-07	4.31529869796045e-07	1.58642573392536	4.11171260282034e-08	2.12
Ryr2	chr13	11551102	12108945	-	0.697820159713274	3.74867758327735e-07	9.53959175361491e-07	2.54478853987617	3.40306540427484e-07	2.04
Mtr	chr13	12184537	12260113	-	0.379088608432598	4.97860480783506e-07	1.8825537976225e-06	3.7812878713728	9.57017294157265e-07	3.2
Actn2	chr13	12267425	12342732	-	0.611588764825763	3.72003341698449e-07	9.37382722892982e-07	2.5198233935566	7.6662073659956e-08	2.38
Heatr1	chr13	12393374	12440893	+	0.296760006649491	6.28172490440315e-07	2.2445252238557e-06	3.57310334026632	2.83861293206703e-06	3.4
Nid1	chr13	13435601	13514275	+	0.717911174931533	4.08133296784514e-07	7.111611393015e-07	1.74247272865115	7.8391398262539e-07	3.64
Lyst	chr13	13588408	13779440	+	0.778114386877978	3.94318544542159e-07	1.82166904389647e-06	4.61979044381897	4.03055972848318e-07	2.1
B3galnt2	chr13	13952673	14001068	+	0.468248813844923	7.01410867140583e-07	4.74094986842784e-06	6.75916226926324	1.46529054757679e-06	5.44
Tbce	chr13	13995950	14041638	-	0.460949181935297	6.8643578860956e-07	3.12707081721962e-06	4.55551832976803	1.49750524712523e-06	3.38
Arid4b	chr13	14061783	14201603	+	0.885770020799249	5.98494779498344e-07	4.4933872926298e-06	7.50781367950467	1.26103723593993e-06	3.62
Gli3	chr13	15461722	15732026	+	0.50585503088472	3.27165168234638e-07	1.01213340101351e-06	3.09364657147005	1.63298490713852e-07	1.62
Sugct	chr13	16855471	17696765	-	1.19649620844455	2.93646230810497e-07	2.11776235507527e-06	7.21195143295388	5.00572877440516e-08	2.72
Cdk13	chr13	17713961	17807097	-	1.18322996072274	7.03127704393341e-07	5.71861733168441e-06	8.13311336753319	2.26755856369745e-06	3.46
Rala	chr13	17878574	17946217	-	0.479447257279132	4.14291942262006e-07	3.73055719505389e-06	9.00465786200258	1.0144516694127e-06	2.3
Vps41	chr13	18715291	18868811	+	0.561289895327886	4.56064345452929e-07	1.8836380088521e-06	4.13020230068942	8.8320113316545e-07	3.74
